 -0.1000E+01 -0.1000E+01  0.0000E+00
 -0.9900E+00 -0.1000E+01  0.0000E+00
 -0.9801E+00 -0.1000E+01  0.0000E+00
 -0.9701E+00 -0.1000E+01  0.0000E+00
 -0.9602E+00 -0.1000E+01  0.0000E+00
 -0.9502E+00 -0.1000E+01  0.0000E+00
 -0.9403E+00 -0.1000E+01  0.0000E+00
 -0.9303E+00 -0.1000E+01  0.0000E+00
 -0.9204E+00 -0.1000E+01  0.0000E+00
 -0.9104E+00 -0.1000E+01  0.0000E+00
 -0.9005E+00 -0.1000E+01  0.0000E+00
 -0.8905E+00 -0.1000E+01  0.0000E+00
 -0.8806E+00 -0.1000E+01  0.0000E+00
 -0.8706E+00 -0.1000E+01  0.0000E+00
 -0.8607E+00 -0.1000E+01  0.0000E+00
 -0.8507E+00 -0.1000E+01  0.0000E+00
 -0.8408E+00 -0.1000E+01  0.0000E+00
 -0.8308E+00 -0.1000E+01  0.0000E+00
 -0.8209E+00 -0.1000E+01  0.0000E+00
 -0.8109E+00 -0.1000E+01  0.0000E+00
 -0.8010E+00 -0.1000E+01  0.0000E+00
 -0.7910E+00 -0.1000E+01  0.0000E+00
 -0.7811E+00 -0.1000E+01  0.0000E+00
 -0.7711E+00 -0.1000E+01  0.0000E+00
 -0.7612E+00 -0.1000E+01  0.0000E+00
 -0.7512E+00 -0.1000E+01  0.0000E+00
 -0.7413E+00 -0.1000E+01  0.0000E+00
 -0.7313E+00 -0.1000E+01  0.0000E+00
 -0.7214E+00 -0.1000E+01  0.0000E+00
 -0.7114E+00 -0.1000E+01  0.0000E+00
 -0.7015E+00 -0.1000E+01  0.0000E+00
 -0.6915E+00 -0.1000E+01  0.0000E+00
 -0.6816E+00 -0.1000E+01  0.0000E+00
 -0.6716E+00 -0.1000E+01  0.0000E+00
 -0.6617E+00 -0.1000E+01  0.0000E+00
 -0.6517E+00 -0.1000E+01  0.0000E+00
 -0.6418E+00 -0.1000E+01  0.0000E+00
 -0.6318E+00 -0.1000E+01  0.0000E+00
 -0.6219E+00 -0.1000E+01  0.0000E+00
 -0.6119E+00 -0.1000E+01  0.0000E+00
 -0.6020E+00 -0.1000E+01  0.0000E+00
 -0.5920E+00 -0.1000E+01  0.0000E+00
 -0.5821E+00 -0.1000E+01  0.0000E+00
 -0.5721E+00 -0.1000E+01  0.0000E+00
 -0.5622E+00 -0.1000E+01  0.0000E+00
 -0.5522E+00 -0.1000E+01  0.0000E+00
 -0.5423E+00 -0.1000E+01  0.0000E+00
 -0.5323E+00 -0.1000E+01  0.0000E+00
 -0.5224E+00 -0.1000E+01  0.0000E+00
 -0.5124E+00 -0.1000E+01  0.0000E+00
 -0.5025E+00 -0.1000E+01  0.0000E+00
 -0.4925E+00 -0.1000E+01  0.0000E+00
 -0.4826E+00 -0.1000E+01  0.0000E+00
 -0.4726E+00 -0.1000E+01  0.0000E+00
 -0.4627E+00 -0.1000E+01  0.0000E+00
 -0.4527E+00 -0.1000E+01  0.0000E+00
 -0.4428E+00 -0.1000E+01  0.0000E+00
 -0.4328E+00 -0.1000E+01  0.0000E+00
 -0.4229E+00 -0.1000E+01  0.0000E+00
 -0.4129E+00 -0.1000E+01  0.0000E+00
 -0.4030E+00 -0.1000E+01  0.0000E+00
 -0.3930E+00 -0.1000E+01  0.0000E+00
 -0.3831E+00 -0.1000E+01  0.0000E+00
 -0.3731E+00 -0.1000E+01  0.0000E+00
 -0.3632E+00 -0.1000E+01  0.0000E+00
 -0.3532E+00 -0.1000E+01  0.0000E+00
 -0.3433E+00 -0.1000E+01  0.0000E+00
 -0.3333E+00 -0.1000E+01  0.0000E+00
 -0.3234E+00 -0.1000E+01  0.0000E+00
 -0.3134E+00 -0.1000E+01  0.0000E+00
 -0.3035E+00 -0.1000E+01  0.0000E+00
 -0.2935E+00 -0.1000E+01  0.0000E+00
 -0.2836E+00 -0.1000E+01  0.0000E+00
 -0.2736E+00 -0.1000E+01  0.0000E+00
 -0.2637E+00 -0.1000E+01  0.0000E+00
 -0.2537E+00 -0.1000E+01  0.0000E+00
 -0.2438E+00 -0.1000E+01  0.0000E+00
 -0.2338E+00 -0.1000E+01  0.0000E+00
 -0.2239E+00 -0.1000E+01  0.0000E+00
 -0.2139E+00 -0.1000E+01  0.0000E+00
 -0.2040E+00 -0.1000E+01  0.0000E+00
 -0.1940E+00 -0.1000E+01  0.0000E+00
 -0.1841E+00 -0.1000E+01  0.0000E+00
 -0.1741E+00 -0.1000E+01  0.0000E+00
 -0.1642E+00 -0.1000E+01  0.0000E+00
 -0.1542E+00 -0.1000E+01  0.0000E+00
 -0.1443E+00 -0.1000E+01  0.0000E+00
 -0.1343E+00 -0.1000E+01  0.0000E+00
 -0.1244E+00 -0.1000E+01  0.0000E+00
 -0.1144E+00 -0.1000E+01  0.0000E+00
 -0.1045E+00 -0.1000E+01  0.0000E+00
 -0.9453E-01 -0.1000E+01  0.0000E+00
 -0.8458E-01 -0.1000E+01  0.0000E+00
 -0.7463E-01 -0.1000E+01  0.0000E+00
 -0.6468E-01 -0.1000E+01  0.0000E+00
 -0.5473E-01 -0.1000E+01  0.0000E+00
 -0.4478E-01 -0.1000E+01  0.0000E+00
 -0.3483E-01 -0.1000E+01  0.0000E+00
 -0.2488E-01 -0.1000E+01  0.0000E+00
 -0.1493E-01 -0.1000E+01  0.0000E+00
 -0.4975E-02 -0.1000E+01  0.0000E+00
  0.4975E-02 -0.1000E+01  0.0000E+00
  0.1493E-01 -0.1000E+01  0.0000E+00
  0.2488E-01 -0.1000E+01  0.0000E+00
  0.3483E-01 -0.1000E+01  0.0000E+00
  0.4478E-01 -0.1000E+01  0.0000E+00
  0.5473E-01 -0.1000E+01  0.0000E+00
  0.6468E-01 -0.1000E+01  0.0000E+00
  0.7463E-01 -0.1000E+01  0.0000E+00
  0.8458E-01 -0.1000E+01  0.0000E+00
  0.9453E-01 -0.1000E+01  0.0000E+00
  0.1045E+00 -0.1000E+01  0.0000E+00
  0.1144E+00 -0.1000E+01  0.0000E+00
  0.1244E+00 -0.1000E+01  0.0000E+00
  0.1343E+00 -0.1000E+01  0.0000E+00
  0.1443E+00 -0.1000E+01  0.0000E+00
  0.1542E+00 -0.1000E+01  0.0000E+00
  0.1642E+00 -0.1000E+01  0.0000E+00
  0.1741E+00 -0.1000E+01  0.0000E+00
  0.1841E+00 -0.1000E+01  0.0000E+00
  0.1940E+00 -0.1000E+01  0.0000E+00
  0.2040E+00 -0.1000E+01  0.0000E+00
  0.2139E+00 -0.1000E+01  0.0000E+00
  0.2239E+00 -0.1000E+01  0.0000E+00
  0.2338E+00 -0.1000E+01  0.0000E+00
  0.2438E+00 -0.1000E+01  0.0000E+00
  0.2537E+00 -0.1000E+01  0.0000E+00
  0.2637E+00 -0.1000E+01  0.0000E+00
  0.2736E+00 -0.1000E+01  0.0000E+00
  0.2836E+00 -0.1000E+01  0.0000E+00
  0.2935E+00 -0.1000E+01  0.0000E+00
  0.3035E+00 -0.1000E+01  0.0000E+00
  0.3134E+00 -0.1000E+01  0.0000E+00
  0.3234E+00 -0.1000E+01  0.0000E+00
  0.3333E+00 -0.1000E+01  0.0000E+00
  0.3433E+00 -0.1000E+01  0.0000E+00
  0.3532E+00 -0.1000E+01  0.0000E+00
  0.3632E+00 -0.1000E+01  0.0000E+00
  0.3731E+00 -0.1000E+01  0.0000E+00
  0.3831E+00 -0.1000E+01  0.0000E+00
  0.3930E+00 -0.1000E+01  0.0000E+00
  0.4030E+00 -0.1000E+01  0.0000E+00
  0.4129E+00 -0.1000E+01  0.0000E+00
  0.4229E+00 -0.1000E+01  0.0000E+00
  0.4328E+00 -0.1000E+01  0.0000E+00
  0.4428E+00 -0.1000E+01  0.0000E+00
  0.4527E+00 -0.1000E+01  0.0000E+00
  0.4627E+00 -0.1000E+01  0.0000E+00
  0.4726E+00 -0.1000E+01  0.0000E+00
  0.4826E+00 -0.1000E+01  0.0000E+00
  0.4925E+00 -0.1000E+01  0.0000E+00
  0.5025E+00 -0.1000E+01  0.0000E+00
  0.5124E+00 -0.1000E+01  0.0000E+00
  0.5224E+00 -0.1000E+01  0.0000E+00
  0.5323E+00 -0.1000E+01  0.0000E+00
  0.5423E+00 -0.1000E+01  0.0000E+00
  0.5522E+00 -0.1000E+01  0.0000E+00
  0.5622E+00 -0.1000E+01  0.0000E+00
  0.5721E+00 -0.1000E+01  0.0000E+00
  0.5821E+00 -0.1000E+01  0.0000E+00
  0.5920E+00 -0.1000E+01  0.0000E+00
  0.6020E+00 -0.1000E+01  0.0000E+00
  0.6119E+00 -0.1000E+01  0.0000E+00
  0.6219E+00 -0.1000E+01  0.0000E+00
  0.6318E+00 -0.1000E+01  0.0000E+00
  0.6418E+00 -0.1000E+01  0.0000E+00
  0.6517E+00 -0.1000E+01  0.0000E+00
  0.6617E+00 -0.1000E+01  0.0000E+00
  0.6716E+00 -0.1000E+01  0.0000E+00
  0.6816E+00 -0.1000E+01  0.0000E+00
  0.6915E+00 -0.1000E+01  0.0000E+00
  0.7015E+00 -0.1000E+01  0.0000E+00
  0.7114E+00 -0.1000E+01  0.0000E+00
  0.7214E+00 -0.1000E+01  0.0000E+00
  0.7313E+00 -0.1000E+01  0.0000E+00
  0.7413E+00 -0.1000E+01  0.0000E+00
  0.7512E+00 -0.1000E+01  0.0000E+00
  0.7612E+00 -0.1000E+01  0.0000E+00
  0.7711E+00 -0.1000E+01  0.0000E+00
  0.7811E+00 -0.1000E+01  0.0000E+00
  0.7910E+00 -0.1000E+01  0.0000E+00
  0.8010E+00 -0.1000E+01  0.0000E+00
  0.8109E+00 -0.1000E+01  0.0000E+00
  0.8209E+00 -0.1000E+01  0.0000E+00
  0.8308E+00 -0.1000E+01  0.0000E+00
  0.8408E+00 -0.1000E+01  0.0000E+00
  0.8507E+00 -0.1000E+01  0.0000E+00
  0.8607E+00 -0.1000E+01  0.0000E+00
  0.8706E+00 -0.1000E+01  0.0000E+00
  0.8806E+00 -0.1000E+01  0.0000E+00
  0.8905E+00 -0.1000E+01  0.0000E+00
  0.9005E+00 -0.1000E+01  0.0000E+00
  0.9104E+00 -0.1000E+01  0.0000E+00
  0.9204E+00 -0.1000E+01  0.0000E+00
  0.9303E+00 -0.1000E+01  0.0000E+00
  0.9403E+00 -0.1000E+01  0.0000E+00
  0.9502E+00 -0.1000E+01  0.0000E+00
  0.9602E+00 -0.1000E+01  0.0000E+00
  0.9701E+00 -0.1000E+01  0.0000E+00
  0.9801E+00 -0.1000E+01  0.0000E+00
  0.9900E+00 -0.1000E+01  0.0000E+00
  0.1000E+01 -0.1000E+01  0.0000E+00

 -0.1000E+01 -0.9900E+00  0.0000E+00
 -0.9900E+00 -0.9900E+00  0.9769E-03
 -0.9801E+00 -0.9900E+00  0.1953E-02
 -0.9701E+00 -0.9900E+00  0.2927E-02
 -0.9602E+00 -0.9900E+00  0.3898E-02
 -0.9502E+00 -0.9900E+00  0.4865E-02
 -0.9403E+00 -0.9900E+00  0.5828E-02
 -0.9303E+00 -0.9900E+00  0.6785E-02
 -0.9204E+00 -0.9900E+00  0.7735E-02
 -0.9104E+00 -0.9900E+00  0.8678E-02
 -0.9005E+00 -0.9900E+00  0.9612E-02
 -0.8905E+00 -0.9900E+00  0.1054E-01
 -0.8806E+00 -0.9900E+00  0.1145E-01
 -0.8706E+00 -0.9900E+00  0.1236E-01
 -0.8607E+00 -0.9900E+00  0.1325E-01
 -0.8507E+00 -0.9900E+00  0.1412E-01
 -0.8408E+00 -0.9900E+00  0.1499E-01
 -0.8308E+00 -0.9900E+00  0.1584E-01
 -0.8209E+00 -0.9900E+00  0.1667E-01
 -0.8109E+00 -0.9900E+00  0.1749E-01
