 -0.1000E+01 -0.1000E+01 -0.1500E-31
 -0.9900E+00 -0.1000E+01 -0.3827E-17
 -0.9801E+00 -0.1000E+01 -0.7651E-17
 -0.9701E+00 -0.1000E+01 -0.1147E-16
 -0.9602E+00 -0.1000E+01 -0.1527E-16
 -0.9502E+00 -0.1000E+01 -0.1906E-16
 -0.9403E+00 -0.1000E+01 -0.2283E-16
 -0.9303E+00 -0.1000E+01 -0.2658E-16
 -0.9204E+00 -0.1000E+01 -0.3031E-16
 -0.9104E+00 -0.1000E+01 -0.3400E-16
 -0.9005E+00 -0.1000E+01 -0.3766E-16
 -0.8905E+00 -0.1000E+01 -0.4128E-16
 -0.8806E+00 -0.1000E+01 -0.4487E-16
 -0.8706E+00 -0.1000E+01 -0.4841E-16
 -0.8607E+00 -0.1000E+01 -0.5190E-16
 -0.8507E+00 -0.1000E+01 -0.5534E-16
 -0.8408E+00 -0.1000E+01 -0.5873E-16
 -0.8308E+00 -0.1000E+01 -0.6206E-16
 -0.8209E+00 -0.1000E+01 -0.6533E-16
 -0.8109E+00 -0.1000E+01 -0.6853E-16
 -0.8010E+00 -0.1000E+01 -0.7167E-16
 -0.7910E+00 -0.1000E+01 -0.7474E-16
 -0.7811E+00 -0.1000E+01 -0.7773E-16
 -0.7711E+00 -0.1000E+01 -0.8065E-16
 -0.7612E+00 -0.1000E+01 -0.8349E-16
 -0.7512E+00 -0.1000E+01 -0.8625E-16
 -0.7413E+00 -0.1000E+01 -0.8893E-16
 -0.7313E+00 -0.1000E+01 -0.9152E-16
 -0.7214E+00 -0.1000E+01 -0.9402E-16
 -0.7114E+00 -0.1000E+01 -0.9642E-16
 -0.7015E+00 -0.1000E+01 -0.9873E-16
 -0.6915E+00 -0.1000E+01 -0.1010E-15
 -0.6816E+00 -0.1000E+01 -0.1031E-15
 -0.6716E+00 -0.1000E+01 -0.1051E-15
 -0.6617E+00 -0.1000E+01 -0.1070E-15
 -0.6517E+00 -0.1000E+01 -0.1088E-15
 -0.6418E+00 -0.1000E+01 -0.1105E-15
 -0.6318E+00 -0.1000E+01 -0.1121E-15
 -0.6219E+00 -0.1000E+01 -0.1136E-15
 -0.6119E+00 -0.1000E+01 -0.1150E-15
 -0.6020E+00 -0.1000E+01 -0.1162E-15
 -0.5920E+00 -0.1000E+01 -0.1174E-15
 -0.5821E+00 -0.1000E+01 -0.1184E-15
 -0.5721E+00 -0.1000E+01 -0.1193E-15
 -0.5622E+00 -0.1000E+01 -0.1201E-15
 -0.5522E+00 -0.1000E+01 -0.1208E-15
 -0.5423E+00 -0.1000E+01 -0.1214E-15
 -0.5323E+00 -0.1000E+01 -0.1218E-15
 -0.5224E+00 -0.1000E+01 -0.1222E-15
 -0.5124E+00 -0.1000E+01 -0.1224E-15
 -0.5025E+00 -0.1000E+01 -0.1225E-15
 -0.4925E+00 -0.1000E+01 -0.1224E-15
 -0.4826E+00 -0.1000E+01 -0.1223E-15
 -0.4726E+00 -0.1000E+01 -0.1220E-15
 -0.4627E+00 -0.1000E+01 -0.1216E-15
 -0.4527E+00 -0.1000E+01 -0.1211E-15
 -0.4428E+00 -0.1000E+01 -0.1205E-15
 -0.4328E+00 -0.1000E+01 -0.1197E-15
 -0.4229E+00 -0.1000E+01 -0.1189E-15
 -0.4129E+00 -0.1000E+01 -0.1179E-15
 -0.4030E+00 -0.1000E+01 -0.1168E-15
 -0.3930E+00 -0.1000E+01 -0.1156E-15
 -0.3831E+00 -0.1000E+01 -0.1143E-15
 -0.3731E+00 -0.1000E+01 -0.1129E-15
 -0.3632E+00 -0.1000E+01 -0.1113E-15
 -0.3532E+00 -0.1000E+01 -0.1097E-15
 -0.3433E+00 -0.1000E+01 -0.1079E-15
 -0.3333E+00 -0.1000E+01 -0.1061E-15
 -0.3234E+00 -0.1000E+01 -0.1041E-15
 -0.3134E+00 -0.1000E+01 -0.1020E-15
 -0.3035E+00 -0.1000E+01 -0.9985E-16
 -0.2935E+00 -0.1000E+01 -0.9759E-16
 -0.2836E+00 -0.1000E+01 -0.9523E-16
 -0.2736E+00 -0.1000E+01 -0.9278E-16
 -0.2637E+00 -0.1000E+01 -0.9023E-16
 -0.2537E+00 -0.1000E+01 -0.8760E-16
 -0.2438E+00 -0.1000E+01 -0.8488E-16
 -0.2338E+00 -0.1000E+01 -0.8208E-16
 -0.2239E+00 -0.1000E+01 -0.7920E-16
 -0.2139E+00 -0.1000E+01 -0.7625E-16
 -0.2040E+00 -0.1000E+01 -0.7321E-16
 -0.1940E+00 -0.1000E+01 -0.7011E-16
 -0.1841E+00 -0.1000E+01 -0.6694E-16
 -0.1741E+00 -0.1000E+01 -0.6370E-16
 -0.1642E+00 -0.1000E+01 -0.6040E-16
 -0.1542E+00 -0.1000E+01 -0.5704E-16
 -0.1443E+00 -0.1000E+01 -0.5363E-16
 -0.1343E+00 -0.1000E+01 -0.5016E-16
 -0.1244E+00 -0.1000E+01 -0.4664E-16
 -0.1144E+00 -0.1000E+01 -0.4308E-16
 -0.1045E+00 -0.1000E+01 -0.3948E-16
 -0.9453E-01 -0.1000E+01 -0.3583E-16
 -0.8458E-01 -0.1000E+01 -0.3216E-16
 -0.7463E-01 -0.1000E+01 -0.2845E-16
 -0.6468E-01 -0.1000E+01 -0.2471E-16
 -0.5473E-01 -0.1000E+01 -0.2095E-16
 -0.4478E-01 -0.1000E+01 -0.1717E-16
 -0.3483E-01 -0.1000E+01 -0.1337E-16
 -0.2488E-01 -0.1000E+01 -0.9560E-17
 -0.1493E-01 -0.1000E+01 -0.5740E-17
 -0.4975E-02 -0.1000E+01 -0.1914E-17
  0.4975E-02 -0.1000E+01  0.1914E-17
  0.1493E-01 -0.1000E+01  0.5740E-17
  0.2488E-01 -0.1000E+01  0.9560E-17
  0.3483E-01 -0.1000E+01  0.1337E-16
  0.4478E-01 -0.1000E+01  0.1717E-16
  0.5473E-01 -0.1000E+01  0.2095E-16
  0.6468E-01 -0.1000E+01  0.2471E-16
  0.7463E-01 -0.1000E+01  0.2845E-16
  0.8458E-01 -0.1000E+01  0.3216E-16
  0.9453E-01 -0.1000E+01  0.3583E-16
  0.1045E+00 -0.1000E+01  0.3948E-16
  0.1144E+00 -0.1000E+01  0.4308E-16
  0.1244E+00 -0.1000E+01  0.4664E-16
  0.1343E+00 -0.1000E+01  0.5016E-16
  0.1443E+00 -0.1000E+01  0.5363E-16
  0.1542E+00 -0.1000E+01  0.5704E-16
  0.1642E+00 -0.1000E+01  0.6040E-16
  0.1741E+00 -0.1000E+01  0.6370E-16
  0.1841E+00 -0.1000E+01  0.6694E-16
  0.1940E+00 -0.1000E+01  0.7011E-16
  0.2040E+00 -0.1000E+01  0.7321E-16
  0.2139E+00 -0.1000E+01  0.7625E-16
  0.2239E+00 -0.1000E+01  0.7920E-16
  0.2338E+00 -0.1000E+01  0.8208E-16
  0.2438E+00 -0.1000E+01  0.8488E-16
  0.2537E+00 -0.1000E+01  0.8760E-16
  0.2637E+00 -0.1000E+01  0.9023E-16
  0.2736E+00 -0.1000E+01  0.9278E-16
  0.2836E+00 -0.1000E+01  0.9523E-16
  0.2935E+00 -0.1000E+01  0.9759E-16
  0.3035E+00 -0.1000E+01  0.9985E-16
  0.3134E+00 -0.1000E+01  0.1020E-15
  0.3234E+00 -0.1000E+01  0.1041E-15
  0.3333E+00 -0.1000E+01  0.1061E-15
  0.3433E+00 -0.1000E+01  0.1079E-15
  0.3532E+00 -0.1000E+01  0.1097E-15
  0.3632E+00 -0.1000E+01  0.1113E-15
  0.3731E+00 -0.1000E+01  0.1129E-15
  0.3831E+00 -0.1000E+01  0.1143E-15
  0.3930E+00 -0.1000E+01  0.1156E-15
  0.4030E+00 -0.1000E+01  0.1168E-15
  0.4129E+00 -0.1000E+01  0.1179E-15
  0.4229E+00 -0.1000E+01  0.1189E-15
  0.4328E+00 -0.1000E+01  0.1197E-15
  0.4428E+00 -0.1000E+01  0.1205E-15
  0.4527E+00 -0.1000E+01  0.1211E-15
  0.4627E+00 -0.1000E+01  0.1216E-15
  0.4726E+00 -0.1000E+01  0.1220E-15
  0.4826E+00 -0.1000E+01  0.1223E-15
  0.4925E+00 -0.1000E+01  0.1224E-15
  0.5025E+00 -0.1000E+01  0.1225E-15
  0.5124E+00 -0.1000E+01  0.1224E-15
  0.5224E+00 -0.1000E+01  0.1222E-15
  0.5323E+00 -0.1000E+01  0.1218E-15
